15006;Arz�a;6219;6211
15010;Boimorto;2125;2111
15066;Pino, O;4706;4653
15085;Touro;3778;3703
15011;Boiro;18950;18871
15067;Pobra do Carami�al, A;9623;9525
15072;Rianxo;11386;11295
15073;Ribeira;27372;27249
15007;Ba�a, A;3698;3645
15056;Negreira;6936;6911
15014;Cabana de Berganti�os;4552;4446
15019;Carballo;31283;31256
15029;Coristanco;6551;6426
15041;Laracha, A;11402;11295
15040;Laxe;3185;3148
15043;Malpica de Berganti�os;5666;5616
15068;Ponteceso;5789;5703
15003;Aranga;1997;1982
15009;Betanzos;13202;12966
15026;Cesuras;-;-
15027;Coir�s;1757;1789
15032;Curtis;4015;3980
15039;Irixoa;1389;1369
15048;Mi�o;5859;5832
15063;Oza dos R�os;-;-
15902;Oza-Cesuras;5253;5181
15064;Paderne;2467;2445
15091;Vilarmaior;1233;1260
15090;Vilasantar;1280;1275
15001;Abegondo;5586;5533
15005;Arteixo;30950;31239
15008;Bergondo;6700;6656
15017;Cambre;24076;24141
15021;Carral;6180;6172
15030;Coru�a, A;243870;243978
15031;Culleredo;29593;29638
15058;Oleiros;34693;35013
15075;Sada;15080;15150
15015;Cabanas;3299;3259
15018;Capela, A;1334;1318
15050;Monfero;2037;2019
15069;Pontedeume;8011;8005
15070;Pontes de Garc�a Rodr�guez, As;10503;10399
15004;Ares;5743;5672
15022;Cedeira;7062;6997
15035;Fene;13385;13250
15036;Ferrol;69452;68308
15049;Moeche;1246;1220
15051;Mugardos;5362;5335
15054;Nar�n;39565;39426
15055;Neda;5261;5197
15076;San Sadurni�o;3009;2944
15081;Somozas, As;1191;1160
15087;Valdovi�o;6753;6650
15023;Cee;7723;7631
15028;Corcubi�n;1655;1606
15034;Dumbr�a;3077;3085
15037;Fisterra;4775;4737
15052;Mux�a;5025;4941
15020;Carnota;4284;4170
15053;Muros;8960;8834
15042;Lousame;3463;3429
15057;Noia;14472;14337
15062;Outes;6691;6606
15071;Porto do Son;9436;9386
15024;Cerceda;5076;5031
15038;Frades;2460;2428
15047;Mes�a;2734;2700
15059;Ordes;12776;12669
15060;Oroso;7413;7420
15084;Tordoia;3591;3522
15086;Trazo;3263;3190
15901;Cari�o;4167;4072
15025;Cerdido;1233;1191
15044;Ma��n;1454;1420
15061;Ortigueira;6136;6093
15002;Ames;30267;30544
15012;Boqueix�n;4321;4291
15013;Bri�n;7564;7590
15078;Santiago de Compostela;95612;95966
15082;Teo;18505;18510
15088;Val do Dubra;4033;3974
15089;Vedra;5059;5012
15033;Dodro;2882;2853
15065;Padr�n;8643;8581
15074;Rois;4710;4657
15046;Melide;7538;7488
15079;Santiso;1709;1672
15080;Sobrado;1911;1882
15083;Toques;1213;1196
15016;Camari�as;5577;5486
15092;Vimianzo;7520;7378
15093;Zas;4846;4756
15045;Mazaricos;4173;4087
15077;Santa Comba;9635;9556
27901;Baralla;2724;2660
27006;Becerre�;2987;2921
27012;Cervantes;1487;1458
27034;Navia de Suarna;1211;1186
27037;Nogais, As;1191;1161
27045;Pedrafita do Cebreiro;1119;1088
27009;Carballedo;2351;2280
27016;Chantada;8493;8431
27060;Taboada;3032;2928
27004;Baleira;1380;1333
27018;Fonsagrada, A;3838;3768
27035;Negueira de Mu�iz;214;215
27011;Castroverde;2802;2726
27014;Corgo, O;3646;3581
27020;Friol;3942;3894
27023;Gunt�n;2881;2833
27028;Lugo;98134;98268
27039;Outeiro de Rei;5068;5043
27049;Portomar�n;1557;1528
27056;R�bade;1549;1521
27002;Alfoz;1846;1818
27902;Burela;9580;9552
27019;Foz;9891;9908
27027;Lourenz�;2301;2259
27030;Mondo�edo;3876;3820
27063;Valadouro, O;2048;2016
27013;Cervo;4336;4295
27038;Ourol;1055;1034
27064;Vicedo, O;1820;1802
27066;Viveiro;15735;15615
27025;Xove;3424;3376
27005;Barreiros;3021;2970
27048;Pontenova, A;2470;2402
27051;Ribadeo;9929;9972
27061;Trabada;1178;1133
27029;Meira;1749;1747
27046;Pol;1732;1696
27053;Ribeira de Piqu�n;580;570
27054;Riotorto;1364;1322
27017;Folgoso do Courel;1089;1060
27050;Quiroga;3424;3354
27052;Ribas de Sil;1001;992
27024;Incio, O;1777;1740
27026;L�ncara;2764;2702
27042;Paradela;1934;1887
27043;P�ramo, O;1474;1456
27055;Samos;1425;1392
27057;Sarria;13393;13337
27062;Triacastela;699;680
27001;Abad�n;2612;2559
27007;Begonte;3160;3115
27010;Castro de Rei;5153;5057
27015;Cospeito;4827;4754
27022;Guitiriz;5520;5495
27033;Muras;684;668
27044;Pastoriza, A;3274;3212
27065;Vilalba;14645;14487
27021;Xermade;1985;1943
27008;B�veda;1545;1537
27031;Monforte de Lemos;19061;18922
27041;Pant�n;2674;2620
27047;Pobra do Broll�n, A;1794;1752
27058;Savi�ao, O;4056;3926
27059;Sober;2400;2375
27003;Antas de Ulla;2109;2080
27032;Monterroso;3778;3741
27040;Palas de Rei;3588;3554
32001;Allariz;6049;5982
32007;Ba�os de Molgas;1658;1648
32043;Maceda;2957;2938
32055;Paderne de Allariz;1486;1439
32036;Xunqueira de Amb�a;1498;1461
32037;Xunqueira de Espadanedo;818;800
32006;Bande;1735;1668
32030;Entrimo;1251;1209
32041;Lobeira;813;809
32042;Lobios;1988;1868
32051;Mu��os;1622;1572
32011;Beariz;1016;1003
32013;Bobor�s;2510;2443
32019;Carballi�o, O;13999;13913
32035;Irixo, O;1600;1546
32045;Maside;2879;2818
32061;Pi�or;1232;1212
32065;Punx�n;760;729
32074;San Amaro;1170;1141
32076;San Cristovo de Cea;2346;2303
32005;Baltar;1002;986
32012;Blancos, Os;878;850
32016;Calvos de Rand�n;922;856
32062;Porqueira;901;859
32067;Rairiz de Veiga;1430;1394
32077;Sandi�s;1307;1286
32078;Sarreaus;1283;1259
32082;Trasmiras;1410;1365
32089;Vilar de Barrio;1455;1394
32090;Vilar de Santos;894;858
32032;Xinzo de Limia;10043;10004
32002;Amoeiro;2245;2264
32008;Barbad�s;10463;10638
32026;Coles;3168;3126
32031;Esgos;1220;1194
32052;Nogueira de Ramu�n;2124;2075
32054;Ourense;106231;105893
32058;Pereiro de Aguiar;6319;6255
32059;Peroxa, A;2038;1948
32075;San Cibrao das Vi�as;5036;5113
32079;Taboadela;1514;1475
32081;To�n;2426;2395
32087;Vilamar�n;2026;1996
32003;Arnoia, A;1040;1002
32004;Avi�n;1962;1910
32010;Beade;451;427
32018;Carballeda de Avia;1400;1381
32022;Castrelo de Mi�o;1556;1490
32025;Cenlle;1189;1196
32027;Cortegada;1184;1151
32040;Leiro;1630;1642
32046;Mel�n;1293;1280
32069;Ribadavia;5112;5068
32023;Castro Caldelas;1351;1313
32049;Montederramo;807;791
32057;Parada de Sil;605;592
32080;Teixeira, A;378;368
32014;Bola, A;1339;1270
32020;Cartelle;2852;2757
32024;Celanova;5536;5508
32033;Gomesende;829;798
32047;Merca, A;2021;1976
32056;Padrenda;1912;1893
32064;Pontedeva;600;588
32066;Quintela de Leirado;629;616
32068;Ramir�s;1607;1571
32084;Verea;1042;983
32029;Chandrexa de Queixa;528;506
32044;Manzaneda;975;947
32063;Pobra de Trives, A;2245;2191
32070;San Xo�n de R�o;600;583
32009;Barco de Valdeorras, O;13785;13761
32015;Bolo, O;988;963
32017;Carballeda de Valdeorras;1698;1664
32038;Larouco;526;487
32060;Pet�n;953;957
32072;R�a, A;4595;4530
32073;Rubi�;1473;1448
32083;Veiga, A;946;923
32088;Vilamart�n de Valdeorras;1798;1798
32021;Castrelo do Val;1079;1067
32028;Cualedro;1840;1792
32039;Laza;1424;1377
32050;Monterrei;2758;2713
32053;O�mbra;2020;1894
32071;Ri�s;1683;1646
32085;Ver�n;14107;14031
32091;Vilardev�s;2170;2036
32034;Gudi�a, A;1392;1345
32048;Mezquita, A;1109;1070
32086;Viana do Bolo;3037;2982
32092;Vilari�o de Conso;615;586
36023;Guarda, A;10193;10133
36036;Oia;3008;3002
36048;Rosal, O;6406;6349
36054;Tomi�o;13662;13548
36055;Tui;17013;16966
36005;Caldas de Reis;9834;9830
36010;Catoira;3368;3376
36015;Cuntis;4878;4794
36032;Mora�a;4358;4313
36044;Pontecesures;3062;3040
36040;Portas;3061;3056
36056;Valga;6062;6047
36030;Mondariz;4665;4647
36031;Mondariz-Balneario;652;614
36034;Neves, As;4066;4038
36042;Ponteareas;22990;22963
36050;Salvaterra de Mi�o;9619;9566
36020;Agolada;2585;2507
36016;Doz�n;1174;1107
36024;Lal�n;20005;20044
36047;Rodeiro;2700;2644
36052;Silleda;8772;8734
36059;Vila de Cruces;5556;5435
36004;Bueu;12251;12189
36008;Cangas;26520;26584
36026;Mar�n;25084;24878
36029;Moa�a;19492;19458
36001;Arbo;2846;2770
36009;Ca�iza, A;5230;5234
36013;Covelo;2617;2528
36014;Crecente;2252;2131
36002;Barro;3726;3746
36007;Campo Lameiro;1931;1894
36902;Cerdedo-Cotobade;-;-
36012;Cotobade;4332;4290
36025;Lama, A;2670;2587
36041;Poio;16842;16901
36043;Ponte Caldelas;5540;5573
36038;Pontevedra;82539;82549
36058;Vilaboa;6059;6043
36006;Cambados;13895;13977
36022;Grove, O;10801;10758
36901;Illa de Arousa, A;4956;4909
36027;Mea�o;5382;5341
36028;Meis;5006;4844
36046;Ribadumia;5087;5105
36051;Sanxenxo;17391;17314
36060;Vilagarc�a de Arousa;37482;37283
36061;Vilanova de Arousa;10422;10406
36011;Cerdedo;1828;1781
36017;Estrada, A;21025;20891
36018;Forcarei;3683;3621
36003;Baiona;12072;12119
36019;Fornelos de Montes;1794;1748
36021;Gondomar;14056;14192
36033;Mos;15305;15240
36035;Nigr�n;17619;17593
36037;Pazos de Borb�n;3067;3004
36039;Porri�o, O;18898;19567
36045;Redondela;29697;29563
36049;Salceda de Caselas;8873;8914
36053;Soutomaior;7317;7251
36057;Vigo;294098;292817